Location,HealthcareName,ServiceType
North Bay,North Bay Nurse Practitioner-Led Clinic Inc.,Nurse Practitioner Led Clinic
Thessalon,North Channel Nurse Practitioner-Led Clinic,Nurse Practitioner Led Clinic
Huntsville,North Muskoka,Nurse Practitioner Led Clinic
White River,Northern Neighbours,Nurse Practitioner Led Clinic
Smiths Falls,Smiths Falls,Nurse Practitioner Led Clinic
Greater Sudbury,Sudbury District Nurse Practitioner Clinics,Nurse Practitioner Led Clinic
Sarnia,Twin Bridges,Nurse Practitioner Led Clinic
Lakeshore,Von,Nurse Practitioner Led Clinic
Peterborough,Peterborough 360 Degree Nurse Practitioner-Led Clinic,Nurse Practitioner Led Clinic
Cambridge,Waterloo Region,Nurse Practitioner Led Clinic
Parry Sound,West Parry Sound Health Centre,Nurse Practitioner Led Clinic
Armstrong Station,Armstrong Medical Clinic,Nursing Station
Beardmore,Beardmore Regional Health Centre,Nursing Station
Dubreuilville,Dubreuilville Nursing Clinic,Nursing Station
Elk Lake,Elk Lake Nursing Station,Nursing Station
Fauquier,Fauquier-Strickland Health Center,Nursing Station
Foleyet,Foleyet Nursing Station,Nursing Station
Gogama,Centre de soins infirmiers de Gogama,Nursing Station
Killarney,Killarney Health Centre,Nursing Station
Mactier,Mactier Health Centre,Nursing Station
Matachewan,Matachewan Health Centre,Nursing Station
Mattice,Missinaibi-Mattice Clinic,Nursing Station
Minaki,Minaki Nursing Station,Nursing Station
Missanabie,Missanabie Nursing Clinic,Nursing Station
Nakina,Nakina Medical Clinic,Nursing Station
Pelee Island,Pelee Island Medical Clinic,Nursing Station
Sioux Narrows,Sioux Narrows Nursing Station,Nursing Station
Thorne,Thorne Nursing Station,Nursing Station
Upsala,Upsala Nursing Station,Nursing Station
Richmond Hill,Richpoint Pharmacy,Pharmacy
Toronto,Tony Stacey Ctr for Veterans C,Pharmacy
Bowmanville,Metro Pharmacy #543,Pharmacy
Mississauga,Burnhamthorpe Medical Pharmacy,Pharmacy
Sault Ste. Marie,Metro Pharmacy #520,Pharmacy
Chatham-Kent,Shoppers Drug Mart #1039,Pharmacy
Toronto,"Patel, Piyush Dr",Pharmacy
Wiarton,Bayside Pharmacy,Pharmacy
Greater Sudbury,Loblaw Pharmacy#4086,Pharmacy
Mississauga,Robinson's Ida Pharmacy,Pharmacy
Ottawa,Bell Pharmacy,Pharmacy
Strathroy,Strathmere Lodge,Pharmacy
Brampton,Westbram Pharmasave,Pharmacy
Fergus,Wellington Terrace Home,Pharmacy
St. Thomas,Valleyview Home,Pharmacy
Toronto,Don Mills & Lawrence Pharmacy,Pharmacy
Oakville,Wal-Mart Pharmacy,Pharmacy
Elliot Lake,Freitag's Pharmacy,Pharmacy
Ottawa,Stittsville Drug Mart,Pharmacy
Aurora,Aurora Medical Centre Pharmacy,Pharmacy
Niagara Falls,Orchard Grove Pharmacy,Pharmacy
Kitchener,Driftwood Pharmasave Pharmacy,Pharmacy
Peterborough,Kashyap's Pharmacy,Pharmacy
Thorold,Pharma Viva Pharmacy,Pharmacy
Waterloo,Cooks Pharmacy,Pharmacy
Timmins,Wal-Mart Pharmacy,Pharmacy
Renfrew,Wal-Mart Pharmacy,Pharmacy
Ottawa,Wal-Mart Pharmacy,Pharmacy
Markham,Wal-Mart Pharmacy,Pharmacy
Burlington,Wellington Park Care Centre,Pharmacy
Dryden,Wal-Mart Pharmacy,Pharmacy
Brantford,Fox Ridge Care Community,Pharmacy
Chatham-Kent,Wal-Mart Pharmacy,Pharmacy
Toronto,Wal-Mart Pharmacy,Pharmacy
Toronto,Shoppers Drug Mart #845,Pharmacy
Caledon,Total Health Pharmacy,Pharmacy
Caledon,Total Health Pharmacy,Pharmacy
Penetanguishene,Georgian Manor,Pharmacy
Greater Sudbury,Wal-Mart Pharmacy,Pharmacy
Kapuskasing,Wal-Mart Pharmacy,Pharmacy
Barrie,Sobeys Pharmacy #7237,Pharmacy
North Bay,Wal-Mart Pharmacy,Pharmacy
Amherstview,Hunt's Pharmacy,Pharmacy
Waterloo,Sobeys Pharmacy # 7239,Pharmacy
Ottawa,The Drug Store Pharmacy #1035,Pharmacy
Brampton,Loblaw Pharmacy #2801,Pharmacy
Owen Sound,Shoppers Drug Mart,Pharmacy
London,Mcgarrell Place,Pharmacy
Leamington,Leamington Wellness Pharmacy,Pharmacy
Sarnia,Shoppers Drug Mart #1032,Pharmacy
Toronto,Willows Estate Nh (The),Pharmacy
Toronto,Shoppers Drug Mart #804,Pharmacy
Newmarket,St George Medcare & Pharmacy,Pharmacy
Grimsby,Drugstore Pharmacy #2806,Pharmacy
Toronto,Healthcare Pharmacy,Pharmacy
Hamilton,Pharmaserve,Pharmacy
Georgina,Loblaw Pharmacy #520,Pharmacy
Richmond Hill,Health + Pharmacy  Retail Phcy,Pharmacy
Aurora,Hollandview Pharmacy,Pharmacy
Ottawa,Bridlewood Drug Mart,Pharmacy
Toronto,Bay College Drug Mart,Pharmacy
Burlington,Shoppers Drug Mart #747,Pharmacy
Brantford,Loblaw Pharmacy #4042,Pharmacy
Belleville,Shoppers Drug Mart #601,Pharmacy
Toronto,Drugstore Phcy #4327,Pharmacy
London,Shoppers Drug Mart #968,Pharmacy
Georgina,Ben's Pharmacy,Pharmacy
Toronto,Loblaw Pharmacy,Pharmacy
Mississauga,Drugstore Pharmacy #4336,Pharmacy
Windsor,Medical Centre Pharmacy,Pharmacy
Toronto,Extra Care Pharmacy,Pharmacy
Caledon,Leggett & Smith Pharmacy,Pharmacy
Richmond Hill,Health Link Pharmacy,Pharmacy
Guelph,Shoppers Drug Mart #1213,Pharmacy
Toronto,St. Clair/o'connor Comm. Nh,Pharmacy
Barrie,Wal-Mart Pharmacy,Pharmacy
Barrie,Bob Rumball Home for the Deaf,Pharmacy
Leamington,Franklin Gardens,Pharmacy
Hamilton,Danmar Pharmacy,Pharmacy
St. Thomas,Shoppers Drug Mart #969,Pharmacy
Thunder Bay,Shoppers Drug Mart #680,Pharmacy
Ottawa,Wal-Mart Pharmacy,Pharmacy
Timmins,Loblaw Pharmacy  #4087,Pharmacy
Ajax,Loblaw Pharmacy #1012,Pharmacy
Toronto,Humber Green Pharmacy,Pharmacy
Cambridge,Drugstore Pharmacy #576,Pharmacy
Toronto,Stanbury's Pharmacy,Pharmacy
Essex,Hometown Family Pharmacy,Pharmacy
London,Shoppers Drug Mart #1062,Pharmacy
Toronto,Wal-Mart Pharmacy,Pharmacy
Oshawa,Lovell Drugs,Pharmacy
Whitby,West Lynde Pharmacy,Pharmacy
Toronto,U&c Pharmacy,Pharmacy
Sarnia,Medicine Shoppe #247,Pharmacy
Vaughan,Summeridge Guardian Pharmacy,Pharmacy
Pickering,Shoppers Drug Mart #618,Pharmacy
Whitchurch-Stouffville,Parkview Home,Pharmacy
South Woodslee,Country Village Health Cc,Pharmacy
Oshawa,Oshawa Health Centre Pharmacy,Pharmacy
Ajax,Pickering Village Pharmacy,Pharmacy
Ottawa,Watson's Phcy & Wellness Centr,Pharmacy
Toronto,Shoppers Drug Mart # 982,Pharmacy
Kingston,Freshco Pharmacy,Pharmacy
Markham,St Mary Pharmacy,Pharmacy
Vaughan,Villa Colombo Di Poce Centre,Pharmacy
St. Thomas,Yurek Pharmacy Limited,Pharmacy
Whitchurch-Stouffville,Wal-Mart Pharmacy,Pharmacy
Oshawa,Lakeridge Health Corp Pharmacy,Pharmacy
Guelph,Wal-Mart Pharmacy,Pharmacy
Toronto,Chester Village,Pharmacy
Oshawa,Shoprite Pharmacy,Pharmacy
Vaughan,Panacea Pharmacy,Pharmacy
Toronto,Apex Drug Mart,Pharmacy
Oakville,Pharma Sense,Pharmacy
Kingston,Shoppers Drug Mart #608,Pharmacy
London,Progressive Drug Mart,Pharmacy
Toronto,Greendale Drugs,Pharmacy
Orillia,Spencer House Inc,Pharmacy
Gananoque,Pharmasave #736,Pharmacy
London,Shoppers Drug Mart #1146,Pharmacy
Milton,Metro Pharmacy #571,Pharmacy
Toronto,Drugstore Pharmacy #4342,Pharmacy
Kitchener,Beechwood Forest Pharmacy,Pharmacy
Toronto,Cliffwood Ida Pharmacy,Pharmacy
Parry Sound,Lakeland Ltc (Eldcap),Pharmacy
Ottawa,Shoppers Drug Mart #626,Pharmacy
Brantford,University Pharmacy,Pharmacy
Toronto,Bonis Birchmount Pharmacy,Pharmacy
Oshawa,Lovell Drugs,Pharmacy
Toronto,Vita Pharmacy,Pharmacy
Belleville,Metro Pharmacy #521,Pharmacy
Belleville,Wal-Mart Pharmacy,Pharmacy
Markham,Evergreen Drug Mart Ltd,Pharmacy
St. Catharines,Loblaw Pharmacy #536,Pharmacy
Thunder Bay,Wal-Mart Pharmacy,Pharmacy
Brampton,Bramiss Pharmacy,Pharmacy
Mississauga,Drug Store Pharmacy #4077,Pharmacy
Brantford,Sobeys Phcy Stellard Lane#7505,Pharmacy
Casselman,Pharmacie Jean Coutu Pharmacy,Pharmacy
Brampton,Freshco,Pharmacy
Sauble Beach,Sauble Pharmacy,Pharmacy
Windsor,West Grand Pharmacy,Pharmacy
Kingston,Fairmount Home,Pharmacy
Markham,Shoppers Drug Mart #640,Pharmacy
Georgina,Cedarvale Lodge Retire & Care,Pharmacy
Thunder Bay,Shoppers Drug Mart #679,Pharmacy
Mississauga,St Mary's Medical Care Phcy,Pharmacy
Toronto,"Beharry, Rajendra Dr",Pharmacy
Oshawa,Hillsdale Terraces,Pharmacy
Richmond Hill,Loblaw Pharmacy #1208,Pharmacy
Chesley,Parkview Manor Nursing Home,Pharmacy
Plantagenet,Pharmacie Plantagenet,Pharmacy
Mississauga,Shoppers Drug Mart #901,Pharmacy
Maxville,Maxville Manor,Pharmacy
Peterborough,Ennismore Pharmacy,Pharmacy
Toronto,Specialty Rx,Pharmacy
Halton Hills,Metro Pharmacy #565,Pharmacy
Brantford,Ipharm,Pharmacy
Oakville,River Oaks Medical Pharmacy,Pharmacy
Niagara Falls,Queen Street Pharmacy,Pharmacy
Markham,Shoppers Drug Mart #657,Pharmacy
Ottawa,Kilborn Pharmacy,Pharmacy
Peterborough,Springdale Country Manor,Pharmacy
Oakville,Bronte Centre Pharmacy,Pharmacy
Kitchener,Medicine Shoppe #250,Pharmacy
Courtice,Shoppers Drug Mart #689,Pharmacy
Brampton,Springdale Pharmacy,Pharmacy
Ottawa,Sobeys Pharmacy,Pharmacy
Temiskaming Shores,Wal-Mart Pharmacy,Pharmacy
Brampton,Thistle Pharmacy,Pharmacy
Brampton,Pharma 7 Care,Pharmacy
Markham,Costco Pharmacy #545,Pharmacy
Toronto,The Medicine Shoppe,Pharmacy
Toronto,Medi Choice Pharmacy,Pharmacy
Kitchener,Frederick Mall Pharmacy,Pharmacy
Windsor,Riverside Place,Pharmacy
St. Catharines,Loblaw Pharmacy #522,Pharmacy
Kitchener,Greenbrook Pharmacy,Pharmacy
Toronto,Shoppers Drug Mart #876,Pharmacy
Welland,Foyer Richelieu Welland,Pharmacy
Toronto,Shoppers Drug Mart #1330,Pharmacy
Toronto,Keele & Rogers Pharmacy,Pharmacy
Lucan,Lucan Drug Mart,Pharmacy
Peterborough,New Day Pharmacy Inc,Pharmacy
Peterborough,Peterborough Hospital Pharmacy,Pharmacy
Woodstock,Woodingford Lodge - Woodstock,Pharmacy
Burlington,Innomar Specialty Pharmacy Inc,Pharmacy
Mississauga,Angel Pharmacy,Pharmacy
Ajax,Discovery Bay Pharmacy,Pharmacy
Brampton,Drugstore Pharmacy #4329,Pharmacy
Beaverton,Drug Store Pharmacy #4307,Pharmacy
Toronto,A&w Pharmacy,Pharmacy
Vaughan,Woodvalley Pharmacy Inc,Pharmacy
Toronto,Grace Pharmacy,Pharmacy
Toronto,Loblaw Pharmacy,Pharmacy
Kenora,Tilleys Pharmasave 492,Pharmacy
Toronto,Cosmo Pharmacy,Pharmacy
Niagara Falls,Niagara Falls Centre Pharmacy,Pharmacy
Mississauga,Living Arts Phcy (Remedy's Rx),Pharmacy
Windsor,"Huron Lodge,municipal Ltc Home",Pharmacy
Niagara Falls,Meadows of Dorchester,Pharmacy
Windsor,Sandwich Pharmacy,Pharmacy
Guelph,Drug Store Pharmacy #4344,Pharmacy
Brampton,Healthplex Pharmacy,Pharmacy
Windsor,Family Health Pharmacy,Pharmacy
Ottawa,The Prescription Shop,Pharmacy
Saint Marys,Drug Store Pharmacy #4309,Pharmacy
Whitby,Shoppers Drug Mart #1517,Pharmacy
Toronto,Amherst Pharmasave #721,Pharmacy
Hamilton,Medical Arts Pharmacy,Pharmacy
Bluewater,Pharmasave Michael's Pharmacy,Pharmacy
Arnprior,Grove Arnprior & District Nh,Pharmacy
Goderich,Drugstore Pharmacy #532,Pharmacy
New Tecumseth,Good Samaritan Nursing Home,Pharmacy
Ottawa,Blossom Park Pharmacy,Pharmacy
Brampton,Shoppers Drug Mart #1369,Pharmacy
Wasaga Beach,Wal-Mart Pharmacy,Pharmacy
Oakville,White Oaks Pharmacy,Pharmacy
Mississauga,Floradale Medical Pharmacy,Pharmacy
Stratford,Greenwood Court,Pharmacy
Mississauga,Glen Erin Pharmacy,Pharmacy
Toronto,Shoppers Drug Mart #1255,Pharmacy
Niagara-on-the-Lake,Chartwell Niagara Ltc Residenc,Pharmacy
Hamilton,Supercare Pharmacy,Pharmacy
Mississauga,Queensway Pharmacy,Pharmacy
Guelph,Campus Drug Mart,Pharmacy
Ottawa,Good Health Pharmacy,Pharmacy
Kitchener,Pharmacare Pharmacy,Pharmacy
Toronto,Action Pharmacy,Pharmacy
Hamilton,Loblaw Pharmacy #4065,Pharmacy
King City,King City Guardian Drugs,Pharmacy
Windsor,Riverside Pharmacare Drug Mart,Pharmacy
Kingsville,Loblaw Pharmacy #572,Pharmacy
Brampton,Brampton Hospital Pharmacy,Pharmacy
Toronto,Shoppers Drug Mart #945,Pharmacy
Burlington,Shoppers Drug Mart #1206,Pharmacy
Toronto,Bloor West Pharmacy,Pharmacy
Markham,Heritage Pharmacy,Pharmacy
Toronto,White's Pharmacy,Pharmacy
Bracebridge,Wal-Mart Pharmacy,Pharmacy
Newmarket,Robins Pharmacy,Pharmacy
Peterborough,Fadhil Pharmacy,Pharmacy
Toronto,Rexdale Pharmacy,Pharmacy
Brampton,Drug Inn Pharmacy,Pharmacy
Timmins,Northern Allergy Services Ltd,Pharmacy
Mississauga,Total Health Pharmacy,Pharmacy
Simcoe,Roulston's Pharmacy,Pharmacy
Toronto,Freshco Pharmacy,Pharmacy
Mississippi Mills,Fairview Manor,Pharmacy
Toronto,Yonge Pharmacy,Pharmacy
Toronto,Sobeys Pharmacy #7247,Pharmacy
Stratford,Hillside Manor,Pharmacy
Toronto,The Jewish Home for the Aged,Pharmacy
Sarnia,Northgate Pharmacy,Pharmacy
Mississauga,Queentario Pharmacy,Pharmacy
Toronto,Lord's Pharmacy,Pharmacy
Guelph,University Square Pharmacy,Pharmacy
Milton,Glen Eden Pharmacy,Pharmacy
North Bay,Waters Edge Care Community,Pharmacy
Timmins,Timmins Pharmacy,Pharmacy
Grimsby,Medicine Shoppe Grimsby #0256,Pharmacy
Richmond Hill,Sobeys Pharmacy # 7244,Pharmacy
Mississauga,Nks Health,Pharmacy
Toronto,Shoppers Drug Mart #872,Pharmacy
Chatham-Kent,Wal-Mart Pharmacy,Pharmacy
Clarence-Rockland,Wal-Mart Pharmacy,Pharmacy
Toronto,The Medicine Shoppe,Pharmacy
Windsor,Jackson Park Pharmacy,Pharmacy
Greater Sudbury,Loblaw Pharmacy #4090,Pharmacy
Goderich,Wal-Mart Pharmacy,Pharmacy
Mississauga,Loblaw Pharmacy,Pharmacy
Toronto,Loblaw Pharmacy #1194,Pharmacy
Toronto,Jane Park Plaza Pharmacy,Pharmacy
Toronto,Heritage Nursing Home (The),Pharmacy
Carleton Place,Wal-Mart Pharmacy,Pharmacy
Bradford West Gwillimbury,Sobeys Pharmacy #7246,Pharmacy
Ottawa,Hma Pharmacy Ltd,Pharmacy
Vaughan,Wal-Mart Pharmacy,Pharmacy
Mississauga,Total Health Pharmacy,Pharmacy
Waterloo,Schill's Pharmacy,Pharmacy
Toronto,Maritime Laboratories,Pharmacy
Hamilton,Wal-Mart Pharmacy,Pharmacy
Espanola,The Drugstore Pharmacy #4091,Pharmacy
Markham,Bethany Lodge,Pharmacy
Toronto,Silverstone Pharmacy,Pharmacy
Ottawa,Shoppers Drug Mart #1270,Pharmacy
Waterloo,Total Health Pharmacy,Pharmacy
